timestamp,solar.radiation,precipitation,lightning acvitivy,lightning distance,wind.dir,wind.speed,gust.speed,air.temperature,relative.humid,atmospheric.pressure,soil.moisture,soil.temp
6/14/2018 10:30,748,0,0,0,286,0.45,1.69,20.3,0.68,95.3,0.204,17.1
6/14/2018 11:00,731,0,0,0,334,0.43,1.19,20.8,0.63,95.34,0.203,17.8
6/14/2018 11:30,650,0,0,0,300,0.44,1.62,20.5,0.64,95.38,0.201,18.3
6/14/2018 12:00,357,0,0,0,281,0.39,2.16,18.3,0.69,95.43,0.198,18.1
6/14/2018 12:30,463,0,0,0,295,0.4,1.24,17.5,0.71,95.44,0.197,17.6
6/14/2018 13:00,321,0,0,0,247,0.38,1.57,16.8,0.74,95.48,0.195,17.4
6/14/2018 13:30,188,0,0,0,289,0.37,1.47,16.3,0.75,95.49,0.193,16.9
6/14/2018 14:00,115,0,0,0,257,0.36,1.18,15.1,0.77,95.5,0.192,16.1
6/14/2018 14:30,162,0,0,0,289,0.34,1.1,14.6,0.8,95.53,0.191,15.9
6/14/2018 15:00,459,0,0,0,280,0.36,1.1,15.5,0.81,95.52,0.19,16.4
6/14/2018 15:30,580,0,0,0,309,0.39,1.1,17.3,0.77,95.57,0.19,17.7
6/14/2018 16:00,468,0,0,0,309,0.44,1.33,17.6,0.75,95.59,0.188,18.1
6/14/2018 16:30,122,0,0,0,242,0.36,1.6,16.3,0.75,95.66,0.186,17
6/14/2018 17:00,266,0,0,0,278,0.39,1.95,15.5,0.78,95.65,0.185,16.4
6/14/2018 17:30,280,0,0,0,303,0.38,2.15,15.7,0.79,95.66,0.184,16.9
6/14/2018 18:00,169,0,0,0,270,0.35,1.06,15.7,0.78,95.67,0.182,16.7
6/14/2018 18:30,89,0,0,0,249,0.3,1.13,15.1,0.79,95.69,0.182,16.1
6/14/2018 19:00,51,0,0,0,210,0.24,1.13,14.7,0.8,95.72,0.18,15.6
6/14/2018 19:30,37,0,0,0,147,0.18,0.61,14.4,0.81,95.73,0.18,15.4
6/14/2018 20:00,33,0,0,0,57,0.12,0.3,14.2,0.84,95.72,0.18,15.2
6/14/2018 20:30,13,0,0,0,25,0.12,0.28,13.8,0.84,95.73,0.18,14.8
6/14/2018 21:00,1,0,0,0,22,0.11,0.29,13.2,0.85,95.71,0.179,14.1
6/14/2018 21:30,0,0,0,0,25,0.11,0.31,13,0.87,95.75,0.179,14
6/14/2018 22:00,0,0,0,0,10,0.14,0.37,12.5,0.89,95.76,0.179,13.5
6/14/2018 22:30,0,0,0,0,335,0.14,0.33,11.6,0.9,95.77,0.178,12.4
6/14/2018 23:00,0,0,0,0,77,0.11,0.34,11.2,0.91,95.78,0.178,12
6/14/2018 23:30,0,0,0,0,92,0.18,0.61,11.6,0.93,95.79,0.178,12.7
6/15/2018 0:00,0,0,0,0,85,0.26,1,11.9,0.94,95.81,0.178,13.3
6/15/2018 0:30,0,0,0,0,83,0.27,0.93,12,0.94,95.83,0.179,13.5
6/15/2018 1:00,0,0,0,0,61,0.25,0.75,11.9,0.93,95.82,0.179,13.5
6/15/2018 1:30,0,0,0,0,84,0.14,0.48,11.6,0.94,95.84,0.178,13.5
6/15/2018 2:00,0,0,0,0,99,0.18,0.83,11.6,0.95,95.86,0.178,13.5
6/15/2018 2:30,0,0,0,0,104,0.18,0.7,11.7,0.95,95.87,0.178,13.5
6/15/2018 3:00,0,0,0,0,142,0.18,0.59,11.7,0.96,95.89,0.178,13.6
6/15/2018 3:30,0,0,0,0,98,0.19,0.67,11.6,0.96,95.9,0.178,13.5
6/15/2018 4:00,0,0,0,0,94,0.22,0.78,11.5,0.96,95.91,0.177,13.5
6/15/2018 4:30,0,0,0,0,92,0.24,0.79,11.5,0.97,95.92,0.177,13.5
6/15/2018 5:00,0,0,0,0,84,0.22,0.68,11.5,0.97,95.94,0.177,13.5
6/15/2018 5:30,0,0,0,0,84,0.26,0.91,11.4,0.97,95.97,0.177,13.4
6/15/2018 6:00,7,0,0,0,96,0.26,0.83,11.2,0.98,95.99,0.177,13.4
6/15/2018 6:30,15,0,0,0,99,0.22,0.83,10.6,0.98,96,0.177,13.1
6/15/2018 7:00,55,0,0,0,70,0.24,1.34,10.7,0.97,96.03,0.177,13
6/15/2018 7:30,45,0,0,0,72,0.25,0.66,10.9,0.98,96.05,0.177,13.1
6/15/2018 8:00,49,0,0,0,62,0.32,1.15,11.3,0.96,96.06,0.177,12.9
6/15/2018 8:30,61,0,0,0,59,0.39,1,11.9,0.95,96.08,0.177,12.8
6/15/2018 9:00,98,0,0,0,62,0.4,1.03,12.9,0.91,96.09,0.177,13.1
6/15/2018 9:30,271,0,0,0,68,0.42,1.42,14.3,0.89,96.09,0.177,13.7
6/15/2018 10:00,735,0,0,0,78,0.4,1.29,17.2,0.85,96.08,0.177,15.3
6/15/2018 10:30,489,0,0,0,5,0.35,1.17,18.1,0.77,96.1,0.176,16.5
6/15/2018 11:00,611,0,0,0,309,0.34,0.95,18.7,0.73,96.08,0.175,16.8
6/15/2018 11:30,716,0,0,0,329,0.38,1.04,19.8,0.71,96.04,0.173,17.3
6/15/2018 12:00,810,0,0,0,281,0.43,1.33,20.9,0.67,96.01,0.171,17.9
6/15/2018 12:30,863,0,0,0,117,0.54,2.81,21.4,0.62,96.01,0.169,18.4
6/15/2018 13:00,979,0,0,0,127,0.62,2.13,21.8,0.57,96,0.167,18.8
6/15/2018 13:30,536,0,0,0,194,0.47,1.81,21.1,0.56,96.04,0.164,18.6
6/15/2018 14:00,618,0,0,0,315,0.39,1.2,21,0.57,96.07,0.162,18.4
6/15/2018 14:30,566,0,0,0,307,0.36,1.32,20.9,0.56,96.08,0.16,18.3
6/15/2018 15:00,739,0,0,0,330,0.34,1.06,22.1,0.52,96.06,0.158,18.5
6/15/2018 15:30,783,0,0,0,354,0.41,1.95,22.7,0.48,96.06,0.156,18.7
6/15/2018 16:00,800,0,0,0,309,0.39,1.78,23.2,0.45,96.06,0.154,19
6/15/2018 16:30,727,0,0,0,316,0.37,1.56,23.2,0.46,96.06,0.152,19.4
6/15/2018 17:00,669,0,0,0,284,0.35,1.5,23,0.42,96.05,0.15,19.4
6/15/2018 17:30,586,0,0,0,322,0.3,0.85,22.6,0.41,96.06,0.149,18.9
6/15/2018 18:00,266,0,0,0,325,0.48,2.67,21.3,0.42,96.08,0.147,17
6/15/2018 18:30,40,0,0,0,278,0.45,2.91,19.6,0.45,96.08,0.145,15.5
6/15/2018 19:00,35,0,0,0,301,0.33,1.08,18.5,0.49,96.09,0.145,14.8
6/15/2018 19:30,30,0,0,0,298,0.22,0.78,17.7,0.55,96.09,0.145,14.4
6/15/2018 20:00,17,0,0,0,334,0.21,0.57,16.7,0.57,96.09,0.145,13.9
6/15/2018 20:30,9,0,0,0,321,0.29,0.5,15.5,0.62,96.06,0.144,13.3
6/15/2018 21:00,2,0,0,0,319,0.35,0.52,14.4,0.65,96.03,0.144,12.7
6/15/2018 21:30,0,0,0,0,325,0.34,0.48,14,0.65,96.04,0.144,12.3
6/15/2018 22:00,0,0,0,0,308,0.36,0.49,13.7,0.64,96.06,0.144,12
6/15/2018 22:30,0,0,0,0,318,0.23,0.44,13.4,0.65,96.1,0.144,11.7
6/15/2018 23:00,0,0,0,0,327,0.2,0.38,13.1,0.64,96.11,0.144,11.5
6/15/2018 23:30,0,0,0,0,346,0.2,0.92,12.5,0.66,96.12,0.144,11.3
6/16/2018 0:00,0,0,0,0,306,0.15,0.41,12.7,0.64,96.13,0.144,11.1
6/16/2018 0:30,0,0,0,0,1,0.2,0.39,11.8,0.68,96.14,0.144,11
6/16/2018 1:00,0,0,0,0,326,0.28,0.5,11.3,0.7,96.15,0.144,10.8
6/16/2018 1:30,0,0,0,0,314,0.41,0.64,10.9,0.71,96.14,0.144,10.6
6/16/2018 2:00,0,0,0,0,318,0.43,0.59,10.5,0.74,96.17,0.144,10.6
6/16/2018 2:30,0,0,0,0,330,0.29,0.61,10.1,0.75,96.21,0.144,10.4
6/16/2018 3:00,0,0,0,0,11,0.15,0.34,10,0.78,96.23,0.144,10.2
6/16/2018 3:30,0,0,0,0,112,0.15,0.43,10.5,0.79,96.24,0.145,10.3
6/16/2018 4:00,0,0,0,0,9,0.2,0.36,10,0.79,96.25,0.145,10.2
6/16/2018 4:30,0,0,0,0,352,0.23,0.41,9.6,0.8,96.26,0.145,10
6/16/2018 5:00,0,0,0,0,337,0.27,0.44,9.5,0.8,96.26,0.145,9.8
6/16/2018 5:30,1,0,0,0,347,0.21,0.37,9.2,0.79,96.26,0.145,9.6
6/16/2018 6:00,9,0,0,0,336,0.21,0.49,8.8,0.86,96.27,0.145,9.6
6/16/2018 6:30,18,0,0,0,345,0.24,0.48,8.7,0.86,96.3,0.145,9.7
6/16/2018 7:00,27,0,0,0,1,0.21,0.42,9.1,0.88,96.32,0.145,9.9
6/16/2018 7:30,34,0,0,0,16,0.16,0.37,9.8,0.9,96.34,0.145,10.3
6/16/2018 8:00,43,0,0,0,58,0.15,0.34,11,0.88,96.34,0.145,10.8
6/16/2018 8:30,54,0,0,0,83,0.22,0.54,13.1,0.83,96.34,0.146,11.5
6/16/2018 9:00,85,0,0,0,68,0.31,0.84,15.7,0.77,96.33,0.147,12.4
6/16/2018 9:30,272,0,0,0,97,0.43,1.75,18.2,0.67,96.31,0.147,13.3
6/16/2018 10:00,602,0,0,0,111,0.33,1.32,20.4,0.59,96.27,0.147,14.9
6/16/2018 10:30,615,0,0,0,72,0.31,1.18,22.4,0.51,96.26,0.146,16
6/16/2018 11:00,768,0,0,0,11,0.38,1,23.4,0.48,96.26,0.145,16.6
6/16/2018 11:30,850,0,0,0,117,0.43,2.12,24.1,0.43,96.24,0.143,17.3
6/16/2018 12:00,904,0,0,0,155,0.52,1.91,24.1,0.41,96.23,0.142,17.9
6/16/2018 12:30,900,0,0,0,214,0.43,2.08,24.8,0.41,96.19,0.14,18.4
6/16/2018 13:00,686,0,0,0,122,0.38,1.4,24.1,0.41,96.18,0.139,18.4
6/16/2018 13:30,972,0,0,0,108,0.48,1.92,24.8,0.4,96.16,0.137,18.6
6/16/2018 14:00,963,0,0,0,329,0.37,0.87,25.8,0.38,96.14,0.136,19.1
6/16/2018 14:30,964,0,0,0,320,0.37,1.14,26.3,0.38,96.13,0.134,19.4
6/16/2018 15:00,989,0,0,0,339,0.38,1.34,26.9,0.36,96.11,0.133,19.9
6/16/2018 15:30,866,0,0,0,43,0.39,1.39,26.7,0.35,96.08,0.132,20
6/16/2018 16:00,792,0,0,0,29,0.3,0.89,26.8,0.36,96.07,0.13,20.1
6/16/2018 16:30,744,0,0,0,23,0.31,2.04,27.1,0.36,96.07,0.129,20.6
6/16/2018 17:00,621,0,0,0,358,0.28,1.69,27,0.36,96.08,0.128,20.7
6/16/2018 17:30,500,0,0,0,341,0.21,0.68,26.4,0.36,96.1,0.127,20.2
6/16/2018 18:00,258,0,0,0,320,0.16,0.56,26.2,0.35,96.1,0.125,18.2
6/16/2018 18:30,47,0,0,0,294,0.18,0.72,24.3,0.39,96.1,0.125,16.6
6/16/2018 19:00,40,0,0,0,313,0.21,0.39,22.6,0.44,96.12,0.124,16.1
6/16/2018 19:30,58,0,0,0,312,0.17,0.48,21.7,0.48,96.15,0.124,15.9
6/16/2018 20:00,34,0,0,0,319,0.2,0.36,20.9,0.51,96.15,0.124,15.8
6/16/2018 20:30,10,0,0,0,319,0.31,0.46,19.7,0.53,96.15,0.123,15.1
6/16/2018 21:00,1,0,0,0,312,0.45,0.71,18.8,0.52,96.18,0.123,14.4
6/16/2018 21:30,0,0,0,0,298,0.51,0.86,18,0.57,96.2,0.123,14.1
6/16/2018 22:00,0,0,0,0,303,0.48,0.67,17.3,0.6,96.24,0.123,13.8
6/16/2018 22:30,0,0,0,0,305,0.55,0.74,16.8,0.62,96.27,0.123,13.5
6/16/2018 23:00,0,0,0,0,296,0.41,0.6,16.8,0.63,96.27,0.123,13.4
6/16/2018 23:30,0,0,0,0,298,0.41,0.67,16.2,0.66,96.26,0.123,13.3
6/17/2018 0:00,0,0,0,0,297,0.39,0.56,15.7,0.7,96.27,0.123,13.2
6/17/2018 0:30,0,0,0,0,303,0.46,0.64,15.5,0.72,96.27,0.123,13.1
6/17/2018 1:00,0,0,0,0,303,0.47,0.64,15.4,0.72,96.27,0.123,13
6/17/2018 1:30,0,0,0,0,303,0.46,0.65,15,0.74,96.25,0.123,13
6/17/2018 2:00,0,0,0,0,305,0.39,0.56,15.3,0.73,96.26,0.123,12.9
6/17/2018 2:30,0,0,0,0,290,0.3,1.44,15.5,0.71,96.25,0.124,13
6/17/2018 3:00,0,0,0,0,328,0.27,0.47,15.5,0.71,96.27,0.124,12.9
6/17/2018 3:30,0,0,0,0,313,0.33,0.6,14.3,0.78,96.26,0.123,12.6
6/17/2018 4:00,0,0,0,0,311,0.36,0.66,13.6,0.8,96.28,0.123,12.4
6/17/2018 4:30,0,0,0,0,310,0.41,0.68,13.3,0.81,96.27,0.124,12.2
6/17/2018 5:00,0,0,0,0,316,0.32,0.53,13.2,0.84,96.27,0.124,12.2
6/17/2018 5:30,1,0,0,0,318,0.24,0.45,12.7,0.86,96.28,0.124,12
6/17/2018 6:00,9,0,0,0,309,0.23,0.41,12.6,0.88,96.28,0.124,11.9
6/17/2018 6:30,20,0,0,0,311,0.3,0.6,12.8,0.88,96.3,0.124,12.1
6/17/2018 7:00,33,0,0,0,332,0.22,0.4,13.5,0.88,96.35,0.125,12.6
6/17/2018 7:30,42,0,0,0,11,0.15,0.37,14.1,0.89,96.38,0.125,13
6/17/2018 8:00,53,0,0,0,16,0.17,0.42,15.6,0.87,96.42,0.125,13.6
6/17/2018 8:30,67,0,0,0,43,0.27,0.62,17.7,0.82,96.46,0.125,14.3
6/17/2018 9:00,91,0,0,0,50,0.31,1.01,19.9,0.74,96.5,0.126,14.9
6/17/2018 9:30,256,0,0,0,81,0.37,1.11,21.8,0.65,96.5,0.126,15.7
6/17/2018 10:00,627,0,0,0,85,0.32,0.95,23.7,0.62,96.49,0.126,16.9
6/17/2018 10:30,694,0,0,0,47,0.38,1.59,25.3,0.55,96.44,0.125,18
6/17/2018 11:00,769,0,0,0,80,0.42,1.24,26.1,0.49,96.41,0.125,18.6
6/17/2018 11:30,818,0,0,0,62,0.46,1.24,26.9,0.45,96.4,0.124,19.2
6/17/2018 12:00,840,0,0,0,43,0.44,1.32,27.2,0.46,96.39,0.123,19.9
6/17/2018 12:30,877,0,0,0,97,0.47,2.1,27.5,0.45,96.38,0.122,20.5
6/17/2018 13:00,899,0,0,0,97,0.47,1.26,28,0.45,96.35,0.121,21
6/17/2018 13:30,873,0,0,0,63,0.5,1.3,28.1,0.45,96.36,0.12,21.3
6/17/2018 14:00,874,0,0,0,80,0.53,2.36,28.5,0.45,96.33,0.119,21.7
6/17/2018 14:30,844,0,0,0,55,0.49,1.69,28.6,0.45,96.31,0.118,21.9
6/17/2018 15:00,822,0,0,0,64,0.4,1.09,29.2,0.45,96.31,0.117,22.1
6/17/2018 15:30,754,0,0,0,84,0.42,1.47,29.3,0.45,96.31,0.116,22.4
6/17/2018 16:00,722,0,0,0,79,0.37,1.15,29.5,0.44,96.29,0.115,22.5
6/17/2018 16:30,543,0,0,0,45,0.31,1.02,29.4,0.45,96.29,0.115,22.5
6/17/2018 17:00,646,0,0,0,36,0.38,1.25,29.4,0.44,96.26,0.114,22.7
6/17/2018 17:30,543,0,0,0,43,0.35,1.18,29,0.46,96.27,0.114,22.8
6/17/2018 18:00,314,0,0,0,43,0.32,2.06,29,0.45,96.28,0.112,22.1
6/17/2018 18:30,50,0,0,0,10,0.34,1.25,27.7,0.46,96.27,0.111,20.1
6/17/2018 19:00,38,0,0,0,347,0.35,1.47,26.4,0.5,96.25,0.111,19.3
6/17/2018 19:30,34,0,0,0,354,0.31,1.5,25.2,0.54,96.23,0.11,18.8
6/17/2018 20:00,23,0,0,0,341,0.34,1.28,24.7,0.55,96.2,0.11,18.4
6/17/2018 20:30,16,0,0,0,318,0.27,0.77,23.9,0.6,96.19,0.11,18.3
6/17/2018 21:00,1,0,0,0,332,0.44,1.31,23.3,0.63,96.2,0.11,17.9
6/17/2018 21:30,0,0,0,0,330,0.41,1.26,22.4,0.66,96.19,0.11,17.5
6/17/2018 22:00,0,0,0,0,336,0.47,1.27,22.2,0.67,96.2,0.11,17.3
6/17/2018 22:30,0,0,0,0,335,0.42,1.19,21.5,0.7,96.19,0.11,17.1
6/17/2018 23:00,0,0,0,0,325,0.44,1.21,21,0.72,96.17,0.11,16.9
6/17/2018 23:30,0,0,0,0,329,0.45,1.61,21.2,0.71,96.2,0.11,16.8
6/18/2018 0:00,0,0,0,0,329,0.43,1.15,21,0.72,96.2,0.11,16.8
6/18/2018 0:30,0,0,0,0,337,0.34,1.07,21.3,0.72,96.22,0.11,16.8
6/18/2018 1:00,0,0,0,0,336,0.25,1.04,20.6,0.76,96.23,0.11,16.7
6/18/2018 1:30,0,0,0,0,39,0.38,1.67,20.3,0.79,96.2,0.11,16.5
6/18/2018 2:00,0,0,0,0,24,0.49,1.69,20.8,0.78,96.19,0.11,16.7
6/18/2018 2:30,0,0,0,0,11,0.49,1.73,20.8,0.8,96.17,0.11,16.8
6/18/2018 3:00,0,0,0,0,19,0.4,1.18,20.5,0.81,96.16,0.11,16.7
6/18/2018 3:30,0,0,0,0,353,0.31,1.17,19.9,0.84,96.15,0.11,16.6
6/18/2018 4:00,0,0,0,0,6,0.27,1,19.6,0.86,96.11,0.11,16.5
6/18/2018 4:30,0,0,0,0,355,0.33,1.11,19.6,0.87,96.09,0.11,16.3
6/18/2018 5:00,0,0,0,0,26,0.41,1.71,19.9,0.86,96.08,0.11,16.4
6/18/2018 5:30,1,0,0,0,39,0.4,1.29,19.8,0.87,96.07,0.11,16.4
6/18/2018 6:00,13,0,0,0,49,0.36,1.98,19.6,0.88,96.05,0.11,16.6
