STATION,STATION_NAME,DATE,HPCP
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070106 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070106 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070106 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070106 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070107 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070107 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070107 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070107 22:00,1.52
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070107 23:00,3.05
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 00:00,2.79
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 01:00,2.79
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 02:00,3.05
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 03:00,1.78
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 04:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 10:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 11:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070108 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 13:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 14:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070109 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 02:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 03:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 04:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 05:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 06:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 09:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 10:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 12:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 13:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 19:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070110 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070111 00:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070111 01:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070111 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070111 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070111 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070112 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070112 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070112 06:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070112 07:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070112 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070112 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070112 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070112 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070112 23:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 01:00,1.52
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 02:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 05:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 06:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 07:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 08:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 09:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 10:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 11:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070113 12:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 08:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 09:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 10:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 12:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 14:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 15:00,1.02
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 16:00,0.51
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070114 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 04:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 05:00,2.54
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 06:00,1.78
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 07:00,1.52
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 08:00,2.29
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 09:00,1.52
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 10:00,2.29
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 11:00,1.78
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 12:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 13:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 14:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 15:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070115 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 08:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 12:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 13:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 16:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070116 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070117 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070117 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070117 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070117 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070117 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070117 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070117 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070117 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070117 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 06:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 07:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 08:00,0.76
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 12:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 20:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 21:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070119 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 03:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 04:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 08:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 11:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 12:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 13:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070120 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070121 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070121 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070121 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070121 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070121 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 03:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 04:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 05:00,1.27
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 06:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 07:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 12:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 13:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 15:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 16:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 17:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 18:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 19:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 20:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 21:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 22:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070122 23:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 00:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 01:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 02:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 03:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 04:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 05:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 06:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 07:00,0.25
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 08:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 09:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 10:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 14:00,0.00
COOP:308383,SYRACUSE HANCOCK INTERNATIONAL AIRPORT NY US,20070123 15:00,0.00
